medie_elev,pozitie_elev,sector,profil,specializare,limba,bilingv,medie_liceu,ultima_pozitie_2025,ultima_pozitie_2024,ultima_pozitie_2023,pozitie_medie_intrare,diferenta_pozitie,admis
9.92,996,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,954,1
9.13,2212,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-262,0
10.0,940,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,1010,1
8.94,2368,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-418,0
8.69,2685,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-735,0
9.74,1218,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,732,1
8.66,2825,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-875,0
9.32,1814,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,136,1
9.18,1933,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,17,1
8.85,2581,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-631,0
8.64,2916,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-966,0
8.99,2426,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-476,0
9.08,2386,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-436,0
8.6,2979,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-1029,0
9.98,1043,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,907,1
9.53,1499,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,451,1
9.43,1750,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,200,1
9.37,1938,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,12,1
9.33,1891,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,59,1
9.25,1810,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,140,1
8.86,2526,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-576,0
9.12,2000,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-50,0
8.91,2340,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-390,0
10.0,930,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,1020,1
9.19,2093,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-143,0
8.99,2421,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-471,0
9.02,2418,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-468,0
10.0,793,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,1157,1
8.8,2608,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-658,0
9.99,793,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,1157,1
8.72,2675,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-725,0
8.61,2935,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-985,0
9.74,1155,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,795,1
8.65,3026,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-1076,0
8.67,2919,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-969,0
9.21,1860,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,90,1
9.44,1821,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,129,1
10.0,1033,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,917,1
8.93,2585,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-635,0
9.23,1848,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,102,1
9.57,1497,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,453,1
9.1,2238,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-288,0
9.62,1372,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,578,1
9.4,1883,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,67,1
8.6,2987,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-1037,0
9.64,1262,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,688,1
9.29,2040,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-90,0
9.55,1480,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,470,1
8.48,3058,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-1108,0
9.64,1420,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,530,1
9.83,1162,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,788,1
9.62,1327,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,623,1
9.44,1632,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,318,1
9.22,2086,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-136,0
8.47,3015,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-1065,0
8.87,2570,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-620,0
9.39,1657,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,293,1
9.72,1305,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,645,1
9.38,1812,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,138,1
8.95,2594,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-644,0
9.32,1983,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-33,0
8.63,2922,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-972,0
8.6,2939,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-989,0
8.85,2599,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-649,0
8.51,2972,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-1122,0
8.71,2664,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-814,0
9.91,1027,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,823,1
9.26,1819,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,31,1
9.61,1277,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,573,1
8.48,2984,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-1134,0
9.92,803,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,1047,1
9.29,1897,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-47,0
8.82,2642,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-792,0
9.74,1038,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,812,1
8.82,2374,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-524,0
8.79,2372,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-522,0
9.63,1135,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,715,1
9.0,2333,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-483,0
8.97,2191,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-341,0
9.27,1788,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,62,1
9.13,2198,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-348,0
9.73,1055,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,795,1
9.26,1819,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,31,1
9.84,862,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,988,1
9.19,1912,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-62,0
9.79,878,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,972,1
9.04,2221,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-371,0
8.61,2655,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-805,0
9.64,1292,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,558,1
9.7,1054,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,796,1
9.74,1188,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,662,1
9.31,1870,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-20,0
9.44,1595,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,255,1
9.76,1062,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,788,1
8.55,2773,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-923,0
9.86,905,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,945,1
9.81,1106,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,744,1
9.93,865,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,985,1
9.74,1061,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,789,1
8.97,2384,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-534,0
9.5,1399,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,451,1
8.87,2589,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-739,0
9.34,1613,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,237,1
8.75,2597,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-747,0
9.94,676,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,1174,1
8.51,2852,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-1002,0
9.39,1743,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,107,1
9.83,884,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,966,1
8.9,2482,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-632,0
9.47,1519,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,331,1
8.85,2409,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-559,0
8.87,2407,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-557,0
9.24,1984,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-134,0
8.73,2766,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-916,0
9.33,1729,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,121,1
8.67,2647,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-797,0
8.91,2192,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-342,0
9.22,1832,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,18,1
8.55,2920,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-1070,0
9.29,1692,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,158,1
9.85,1117,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,733,1
8.96,2201,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-351,0
9.8,1185,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,665,1
10.0,656,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,1194,1
8.57,2692,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-842,0
9.22,1710,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,140,1
8.71,2657,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-807,0
8.64,2736,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-886,0
8.46,2885,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-1035,0
9.32,1819,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,31,1
9.19,2017,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-167,0
8.84,2527,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-677,0
8.55,2913,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-1063,0
8.96,2403,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-553,0
9.13,2138,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-288,0
8.88,2441,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-591,0
8.99,2080,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-230,0
9.7,1006,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,844,1
9.98,926,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,924,1
9.18,1945,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-95,0
8.8,2582,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-732,0
8.9,2319,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-469,0
9.26,1711,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,139,1
8.87,2526,4,Real,Stiinte ale Naturii,Limba romana,,9.25,1850,1800,1900,1850,-676,0
9.76,781,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,119,1
8.95,1814,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-914,0
9.14,1543,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-643,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,899,1
10.0,67,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,833,1
9.17,1380,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-480,0
9.99,164,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,736,1
10.0,6,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,894,1
9.46,1199,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-299,0
9.07,1669,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-769,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,899,1
10.0,150,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,750,1
9.47,1200,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-300,0
8.98,1928,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-1028,0
10.0,143,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,757,1
9.76,494,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,406,1
9.5,1226,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-326,0
10.0,68,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,832,1
10.0,70,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,830,1
10.0,402,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,498,1
9.57,1111,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-211,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,899,1
9.75,515,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,385,1
9.24,1597,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-697,0
9.34,1457,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-557,0
10.0,169,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,731,1
9.01,1916,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-1016,0
9.58,1103,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-203,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,899,1
9.2,1513,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-613,0
10.0,384,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,516,1
9.58,1094,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-194,0
9.59,811,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,89,1
10.0,10,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,890,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,899,1
9.36,1437,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-537,0
9.65,821,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,79,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,899,1
9.96,505,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,395,1
9.47,1098,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-198,0
9.63,894,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,6,1
9.17,1641,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-741,0
9.79,449,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,451,1
10.0,338,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,562,1
9.87,582,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,318,1
8.84,1887,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-987,0
9.01,1700,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-800,0
9.87,627,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,273,1
9.61,873,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,27,1
9.2,1462,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-562,0
10.0,423,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,477,1
8.9,2043,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-1143,0
9.63,801,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,99,1
9.4,1273,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-373,0
9.29,1395,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-495,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,899,1
10.0,349,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,551,1
9.45,1265,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-365,0
10.0,127,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,773,1
10.0,364,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,536,1
9.63,689,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,211,1
9.38,1298,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-398,0
9.93,420,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,480,1
8.94,1902,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-1002,0
8.81,1908,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-1008,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,899,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,899,1
10.0,9,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,891,1
9.63,847,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,53,1
8.86,1943,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-1043,0
9.32,1373,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-473,0
9.38,1258,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-358,0
10.0,155,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,745,1
9.01,1951,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-1051,0
8.81,2069,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-1169,0
9.71,895,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,5,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,899,1
9.48,1221,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-321,0
9.38,1257,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,-357,0
9.7,882,1,Real,Matematica-Informatica,Limba romana,Limba germana,9.6,920,880,900,900,18,1
8.43,3403,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-953,0
8.93,2629,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-179,0
9.01,2670,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-220,0
9.23,2428,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,22,1
8.52,3248,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-798,0
8.4,3500,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-1050,0
9.76,1621,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,829,1
9.54,1825,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,625,1
9.13,2410,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,40,1
9.52,1894,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,556,1
8.45,3387,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-937,0
9.03,2620,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-170,0
8.44,3432,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-982,0
8.6,3161,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-711,0
8.4,3542,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-1092,0
9.17,2630,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-180,0
9.86,1429,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,1021,1
9.16,2504,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-54,0
9.86,1579,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,871,1
9.81,1323,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,1127,1
9.4,2218,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,232,1
9.52,2083,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,367,1
8.54,3461,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-1011,0
9.74,1441,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,1009,1
9.78,1585,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,865,1
8.93,2800,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-350,0
9.55,1725,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,725,1
9.15,2472,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-22,0
9.31,2354,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,96,1
9.63,1669,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,781,1
9.39,2151,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,299,1
9.07,2633,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-183,0
9.0,2724,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-274,0
8.91,2946,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-496,0
9.8,1572,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,878,1
9.25,2508,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-58,0
9.93,1348,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,1102,1
8.53,3245,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-795,0
9.47,2029,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,421,1
9.93,1398,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,1052,1
9.45,1862,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,588,1
9.41,1927,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,523,1
8.63,3117,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-667,0
9.34,2190,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,260,1
9.47,2084,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,366,1
9.31,2172,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,278,1
8.69,3156,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,-706,0
9.6,1863,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,587,1
9.58,1764,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,686,1
9.81,1633,1,Umanist,Filologie,Limba romana,Limba germana,9.17,2400,2500,2450,2450,817,1
